CompanyID,CompanyName,Industry,Country,YearsOperating,Employees,MonthlyRevenue,MonthlyExpenses,MarketingBudget,NewCustomers,RepeatCustomers,CustomerSatisfaction,EmployeeTurnover,ProductInnovation,MarketShare,RevenueGrowth,ProfitMargin
BG-00651,Apex Orazen Labs,Energy,United Kingdom,44,316,1624158.44,906551.48,88034.44,188,322,7.5,15.47,5.12,4.85,9.37,44.18
BG-00652,Nova Marfin Dynamics,Energy,United States,14,242,739307.58,516936.54,95561.86,51,134,5.51,6.72,6.72,12.16,3.97,30.08
BG-00653,Apex Finfin Works,Logistics,India,11,135,174950.98,124619.44,5562.26,25,44,8.94,16.86,3.74,25.34,13.19,28.77
BG-00654,Nova Tektek Systems,Education,Germany,38,93,60743.02,44890.78,3228.62,4,8,6.79,17.35,6.61,5.02,24.28,26.1
BG-00655,Summit Marmar Works,Healthcare,United States,16,95,367647.15,342718.08,37831.31,160,167,6.98,1.0,8.58,25.73,21.5,6.78
BG-00656,Vertex Solmed Labs,Finance,India,39,680,488239.82,287662.02,42746.53,129,154,6.48,5.33,6.54,10.65,31.31,41.08
BG-00657,Vertex Viafin Works,Retail,France,29,3599,158995.86,111090.46,16626.24,6,36,5.09,22.97,3.88,4.68,8.05,30.13
BG-00658,Blue Solcor Systems,Hospitality,Germany,41,108,84761.55,64050.27,6268.49,15,22,6.19,25.8,4.24,25.81,15.86,24.43
BG-00659,Summit Medora Ventures,Education,India,2,355,219114.81,160510.35,6337.15,20,142,6.59,14.61,6.34,10.81,9.98,26.75
BG-00660,Vertex Tekvia Labs,Hospitality,Nigeria,22,219,104072.41,83499.52,9385.94,44,71,8.22,32.56,6.12,9.52,12.09,19.77
BG-00661,Nova Cortek Labs,Education,Australia,31,50,85950.75,63191.25,7571.49,16,48,7.39,15.24,5.79,11.96,27.94,26.48
BG-00662,Bright Marlum Works,Energy,Brazil,36,49,463107.1,304631.41,16874.86,117,319,8.17,12.99,4.68,10.6,11.42,34.22
BG-00663,Blue Lumtek Ventures,Retail,Germany,28,2674,178162.51,146178.58,23002.11,17,26,6.95,16.63,4.13,37.41,2.57,17.95
BG-00664,Summit Finora Dynamics,Technology,Germany,13,133,1370491.34,914451.05,155906.89,182,892,8.16,15.83,7.42,10.08,55.69,33.28
BG-00665,Nova Marora Dynamics,Healthcare,United Kingdom,33,99,315513.78,217861.64,23188.18,43,93,8.36,20.3,6.6,17.58,23.9,30.95
BG-00666,Apex Oramar Ventures,Education,Australia,12,306,219129.45,176912.42,20973.88,49,118,8.77,1.0,6.24,8.86,12.96,19.27
BG-00667,Nova Medsol Group,Healthcare,Australia,35,522,504269.04,380354.97,56176.32,113,164,6.7,15.4,6.43,2.95,24.87,24.57
BG-00668,Apex Zencor Works,Healthcare,India,39,132,526830.2,355709.71,68433.22,235,367,9.47,22.7,5.61,10.04,36.27,32.48
BG-00669,Apex Solmed Labs,Real Estate,Germany,31,361,524743.63,331726.78,54906.62,231,545,7.04,13.05,6.5,10.31,24.99,36.78
BG-00670,Nova Viaora Holdings,Education,Australia,23,320,53261.26,36549.95,4503.13,5,13,6.19,17.9,6.01,4.82,4.1,31.38
BG-00671,Apex Corvia Ventures,Healthcare,Nigeria,20,236,541617.64,409548.33,50707.31,107,260,9.18,4.89,8.07,8.83,31.8,24.38
BG-00672,Prime Solora Labs,Healthcare,Canada,15,178,614306.58,450033.29,15884.83,63,127,6.72,17.08,5.92,12.71,39.82,26.74
BG-00673,Summit Zenora Group,Education,South Africa,44,56,37366.46,21862.27,2767.46,19,17,7.51,21.17,8.15,7.6,20.33,41.49
BG-00674,Nova Finmed Holdings,Education,United Kingdom,19,99,486277.78,359143.23,25651.82,27,96,9.79,18.8,6.53,7.0,12.14,26.14
BG-00675,Blue Solmar Dynamics,Education,United Kingdom,15,551,104984.95,71318.6,14565.79,11,32,8.51,13.82,6.87,7.15,22.79,32.07
BG-00676,Blue Marvia Systems,Education,Germany,38,116,267240.64,159987.37,31277.75,32,128,7.23,22.86,6.37,23.79,24.72,40.13
BG-00677,Nova Viacor Holdings,Finance,France,8,132,128587.77,62416.22,14432.72,54,93,6.76,6.34,7.93,5.03,29.08,51.46
BG-00678,Prime Marcor Works,Real Estate,South Africa,22,334,793118.94,523513.73,21522.29,48,232,6.49,8.21,4.65,5.0,-2.66,33.99
BG-00679,Prime Marlum Holdings,Real Estate,Nigeria,33,144,200068.54,145833.32,22417.64,108,259,7.28,7.1,6.12,10.73,19.53,27.11
BG-00680,Vertex Viaora Holdings,Real Estate,Canada,39,293,986821.66,692066.19,98383.09,97,343,7.61,16.19,6.15,9.61,30.76,29.87
BG-00681,Bright Oravia Holdings,Retail,Germany,19,182,190015.23,125587.84,26567.04,24,46,7.3,21.3,4.55,4.58,30.03,33.91
BG-00682,Vertex Cortek Works,Retail,Nigeria,13,190,333577.11,261541.45,44244.17,35,59,6.68,20.96,8.03,1.62,16.41,21.59
BG-00683,Bright Tekzen Holdings,Manufacturing,Canada,44,746,562143.73,482514.23,67433.42,64,208,7.4,11.11,4.02,0.99,22.98,14.17
BG-00684,Vertex Medfin Works,Technology,United States,30,186,1101396.48,785679.23,58138.21,212,341,6.36,14.6,6.8,15.01,30.57,28.67
BG-00685,Vertex Orasol Systems,Logistics,India,44,879,866350.19,623661.77,27847.15,544,1761,5.5,18.33,6.32,7.28,3.65,28.01
BG-00686,Prime Marlum Works,Retail,India,11,90,118902.21,98578.8,9959.32,12,24,7.92,18.68,5.72,1.76,26.14,17.09
BG-00687,Prime Cortek Labs,Energy,Canada,29,185,475196.66,407162.1,63988.82,292,400,6.73,11.85,4.32,6.76,10.73,14.32
BG-00688,Apex Zenora Works,Education,France,33,180,262841.8,181340.53,6522.92,60,87,6.58,13.04,6.27,1.18,7.01,31.01
BG-00689,Blue Zensol Labs,Logistics,United Kingdom,18,426,264348.14,222019.05,17860.39,18,74,6.44,18.41,6.74,18.48,14.88,16.01
BG-00690,Summit Medcor Systems,Education,Australia,3,25,402238.83,286003.53,7704.54,156,458,9.15,16.74,5.5,8.0,35.77,28.9
BG-00691,Vertex Viacor Labs,Healthcare,Australia,9,194,134082.18,109258.31,17011.57,32,154,8.12,7.55,5.29,21.96,33.74,18.51
BG-00692,Nova Finsol Holdings,Education,Germany,15,53,166365.63,127408.59,4660.65,44,133,5.92,1.07,7.2,6.7,22.73,23.42
BG-00693,Blue Tektek Works,Hospitality,France,18,307,204160.17,171828.34,27671.51,5,61,7.22,23.26,4.66,34.59,-5.79,15.84
BG-00694,Vertex Marsol Dynamics,Retail,United States,27,492,201328.5,121404.71,9509.13,23,41,6.63,33.92,5.51,15.1,9.1,39.7
BG-00695,Apex Oracor Systems,Energy,United Kingdom,19,178,1380356.74,890179.18,100491.03,382,1155,7.63,11.7,7.0,36.59,27.56,35.51
BG-00696,Prime Marmed Works,Retail,France,42,706,162303.33,95395.21,16416.88,20,50,6.48,28.08,5.91,14.5,4.16,41.22
BG-00697,Nova Viatek Labs,Retail,United States,19,529,577437.85,472026.37,50398.79,94,270,6.88,15.26,4.14,5.58,0.43,18.26
BG-00698,Bright Finmed Systems,Energy,Canada,13,339,180153.65,104833.24,10576.94,15,41,7.76,8.98,6.14,6.45,10.0,41.81
BG-00699,Blue Solfin Works,Finance,Canada,35,140,173404.8,136891.66,17126.19,51,63,7.48,16.32,6.84,12.48,24.35,21.06
BG-00700,Bright Viamed Labs,Education,South Africa,15,240,243191.96,187594.58,28769.62,49,76,7.76,20.59,5.61,3.27,20.99,22.86
BG-00701,Vertex Teklum Dynamics,Finance,India,18,37,952403.19,392070.04,48259.99,96,258,8.16,2.7,6.79,16.31,9.6,58.83
BG-00702,Apex Viazen Labs,Finance,Australia,38,61,1030497.29,661990.05,136013.87,440,1094,6.14,11.45,6.27,5.49,15.94,35.76
BG-00703,Vertex Marlum Ventures,Education,Brazil,34,666,66798.26,43933.2,8988.64,11,33,9.6,14.94,7.05,12.27,35.77,34.23
BG-00704,Prime Solfin Ventures,Technology,South Africa,43,99,279714.36,162803.85,24800.58,6,75,7.29,18.74,8.51,6.57,23.44,41.8
BG-00705,Nova Medtek Labs,Energy,Australia,40,114,177809.92,129379.89,20443.42,35,104,7.03,9.44,4.54,15.03,14.32,27.24
BG-00706,Summit Marsol Dynamics,Logistics,United States,30,393,329152.44,243081.08,32765.81,112,502,3.92,23.01,3.46,7.74,-13.45,26.15
BG-00707,Nova Zenmed Works,Real Estate,Australia,16,78,1185631.99,828588.98,88779.24,588,1088,6.38,10.4,5.52,8.71,9.84,30.11
BG-00708,Prime Lumvia Labs,Healthcare,Germany,35,202,364176.62,334908.73,39645.66,84,227,8.11,7.36,6.26,19.5,10.73,8.04
BG-00709,Blue Finlum Dynamics,Logistics,Canada,38,351,262015.27,162257.33,29735.7,233,400,7.93,11.75,5.55,18.62,20.32,38.07
BG-00710,Bright Orazen Labs,Healthcare,Australia,26,167,156416.66,137612.9,3636.2,22,61,8.26,14.4,7.38,5.59,19.14,12.02
BG-00711,Vertex Solora Dynamics,Logistics,Brazil,12,501,1311848.51,819888.06,39377.96,153,190,7.8,19.25,5.63,1.0,31.14,37.5
BG-00712,Vertex Cormar Ventures,Finance,Brazil,8,388,273533.25,214329.78,34438.24,49,113,4.77,11.89,5.06,23.08,1.8,21.64
BG-00713,Apex Finvia Works,Hospitality,South Africa,10,1044,96843.54,58880.53,2111.43,12,25,8.4,28.32,2.71,11.81,-4.75,39.2
BG-00714,Summit Zenzen Ventures,Real Estate,Australia,30,51,1437780.82,1191476.28,66534.77,125,513,9.06,2.82,6.36,10.86,15.97,17.13
BG-00715,Prime Solora Systems,Retail,France,32,290,151132.7,121567.1,3437.91,40,116,6.54,16.95,5.88,18.47,33.95,19.56
BG-00716,Blue Medmar Ventures,Finance,South Africa,25,129,452524.99,282484.5,24119.08,305,523,6.53,24.55,7.73,8.98,38.72,37.58
BG-00717,Nova Tekfin Works,Energy,United States,13,490,971545.16,908726.82,117802.02,94,141,6.98,11.01,4.83,13.06,8.86,6.47
BG-00718,Blue Fincor Systems,Real Estate,Australia,16,121,426339.48,323968.88,27910.98,40,122,8.42,19.79,7.93,18.12,8.38,24.01
BG-00719,Apex Medtek Group,Education,Germany,40,1444,184917.61,122462.95,18769.8,89,489,8.67,17.07,5.73,8.09,45.18,33.77
BG-00720,Prime Tektek Group,Technology,Nigeria,23,191,517894.46,402819.62,19499.11,87,153,8.08,22.59,7.22,6.86,27.05,22.22
BG-00721,Prime Lumvia Group,Energy,Canada,19,78,360589.3,259888.65,46999.74,168,348,8.01,10.11,5.35,9.19,11.27,27.93
BG-00722,Bright Finmar Holdings,Energy,Nigeria,7,583,1391168.19,1084018.34,43271.8,74,195,7.36,14.12,4.4,9.57,6.47,22.08
BG-00723,Vertex Lumfin Holdings,Retail,Germany,15,282,325855.81,229282.7,11742.32,52,85,5.46,19.49,3.92,12.54,35.89,29.64
BG-00724,Prime Oracor Ventures,Energy,Brazil,15,422,410121.01,281294.03,15004.31,38,84,5.72,11.62,4.41,5.83,13.31,31.41
BG-00725,Bright Solfin Works,Healthcare,Canada,11,234,361721.63,221270.75,48021.42,46,78,10.0,6.51,7.9,3.58,26.47,38.83
BG-00726,Apex Vialum Dynamics,Hospitality,Australia,33,154,369181.17,283885.95,29279.45,23,85,7.25,31.78,6.91,12.02,10.5,23.1
BG-00727,Nova Cormed Labs,Manufacturing,United States,19,372,739493.7,524496.45,88504.79,0,106,5.75,23.22,5.37,8.34,12.66,29.07
BG-00728,Bright Oramed Ventures,Education,Germany,35,76,106733.13,69278.96,12486.29,10,13,8.36,19.58,7.37,8.2,6.55,35.09
BG-00729,Blue Corlum Group,Logistics,Canada,25,1468,1117484.17,800997.04,55877.9,206,216,4.83,32.01,6.07,13.55,4.89,28.32
BG-00730,Vertex Viamed Ventures,Energy,Australia,28,326,98403.52,66203.27,6320.95,10,21,5.28,11.87,5.74,3.19,-15.13,32.72
BG-00731,Bright Viatek Holdings,Hospitality,Nigeria,41,70,170664.12,127529.76,23595.6,30,81,7.53,30.38,3.06,6.38,9.83,25.27
BG-00732,Apex Fincor Works,Retail,France,26,327,578536.18,444294.4,12980.64,25,45,7.79,26.04,6.58,6.56,38.26,23.2
BG-00733,Prime Lumlum Holdings,Real Estate,Germany,35,160,986123.64,628135.3,95252.53,257,847,6.18,18.15,6.45,16.95,1.71,36.3
BG-00734,Blue Finsol Labs,Manufacturing,France,31,238,1303795.94,1017354.07,44555.67,109,622,7.7,24.11,6.38,0.22,8.74,21.97
BG-00735,Nova Viamar Dynamics,Technology,India,31,367,563625.04,408688.58,43318.18,28,116,5.27,4.59,7.61,45.0,50.73,27.49
BG-00736,Bright Martek Holdings,Technology,Germany,15,194,677799.22,440308.99,33365.66,91,328,6.19,19.34,8.05,12.4,28.78,35.04
BG-00737,Vertex Oramed Group,Finance,South Africa,3,70,432877.05,223583.73,34778.19,124,194,7.06,16.22,6.45,11.62,5.09,48.35
BG-00738,Bright Solmar Systems,Manufacturing,India,18,703,831606.31,593822.73,34222.75,48,163,5.82,16.58,4.13,9.53,-5.21,28.59
BG-00739,Apex Solora Ventures,Real Estate,Canada,9,54,135206.22,102411.57,8874.91,12,45,6.54,20.99,4.77,14.02,1.77,24.26
BG-00740,Bright Tekzen Systems,Real Estate,Australia,41,328,198102.81,148143.44,19191.71,38,139,6.42,13.35,5.91,19.33,2.89,25.22
BG-00741,Bright Oratek Group,Retail,Nigeria,25,245,190117.71,156199.91,2976.77,33,158,7.08,11.91,5.92,9.8,-7.66,17.84
BG-00742,Nova Sollum Labs,Finance,Germany,30,72,484123.38,378609.99,46968.28,209,198,7.67,15.93,5.64,14.88,21.97,21.79
BG-00743,Blue Oravia Holdings,Real Estate,South Africa,28,322,350464.41,270709.46,23954.0,57,131,7.77,1.0,4.62,20.53,5.3,22.76
BG-00744,Bright Tekfin Systems,Technology,India,35,30,261271.55,226528.01,7010.04,21,102,7.56,10.24,9.7,22.3,36.15,13.3
BG-00745,Summit Marlum Group,Logistics,United States,13,72,128408.38,88402.29,7725.53,8,25,8.49,17.4,5.5,14.24,18.96,31.16
BG-00746,Blue Medora Ventures,Manufacturing,Brazil,43,4236,968345.65,641669.43,83191.41,116,143,5.79,18.06,7.1,14.28,8.94,33.74
BG-00747,Prime Solvia Group,Finance,United Kingdom,23,354,421958.92,265613.29,18078.2,75,194,7.3,8.08,7.15,8.88,29.36,37.05
BG-00748,Nova Teksol Dynamics,Retail,India,4,351,648274.65,475055.09,61483.55,703,1202,7.58,24.51,7.04,9.07,31.68,26.72
BG-00749,Blue Zenlum Group,Healthcare,Nigeria,16,644,434724.27,293967.21,48027.7,57,226,8.68,6.65,8.76,14.92,48.1,32.38
BG-00750,Vertex Oraora Group,Manufacturing,France,22,951,1315176.57,1143539.96,138809.55,167,401,6.16,20.39,7.65,8.43,0.66,13.05
BG-00751,Vertex Zenmed Labs,Real Estate,France,30,82,367264.08,222227.36,32146.36,51,86,6.95,15.42,6.03,9.98,21.41,39.49
BG-00752,Summit Zenmed Works,Real Estate,Australia,8,52,2459301.89,1560310.63,194635.79,677,1836,7.3,6.52,6.33,1.61,-3.89,36.55
BG-00753,Prime Finsol Group,Hospitality,Canada,36,652,3661674.26,3396284.61,320297.41,484,2023,6.1,20.74,3.67,19.95,-7.07,7.25
BG-00754,Prime Viavia Works,Logistics,United States,24,186,186219.31,125423.47,16565.11,18,43,5.51,17.22,7.93,4.53,22.91,32.65
BG-00755,Summit Medvia Group,Education,South Africa,15,155,106566.92,79499.85,5005.97,10,57,8.67,8.73,5.84,15.95,12.07,25.4
BG-00756,Vertex Oravia Group,Healthcare,Canada,27,65,374270.22,308644.58,48656.22,33,241,8.25,14.55,8.82,7.44,26.22,17.53
BG-00757,Vertex Teklum Dynamics,Technology,United States,39,49,306828.19,174232.84,32073.06,20,47,8.06,14.26,8.24,16.66,28.81,43.21
BG-00758,Prime Viamed Dynamics,Healthcare,Australia,9,1281,119177.92,81314.15,11195.03,60,94,7.87,16.89,8.67,9.3,26.98,31.77
BG-00759,Summit Finfin Systems,Retail,United Kingdom,20,599,283497.01,219983.17,12967.64,25,133,6.44,23.72,7.76,13.96,41.23,22.4
BG-00760,Vertex Corcor Ventures,Logistics,India,10,177,163108.63,140304.9,7548.9,12,25,8.42,12.4,6.52,19.53,26.24,13.98
BG-00761,Apex Orasol Works,Manufacturing,Nigeria,36,375,163859.48,158834.24,5411.36,11,27,8.81,4.5,6.23,4.32,16.71,3.07
BG-00762,Blue Lumlum Holdings,Technology,United States,41,18,315964.02,212287.98,22801.93,18,51,7.21,13.51,9.57,20.43,44.86,32.81
BG-00763,Nova Zenfin Ventures,Education,France,35,148,37569.1,28788.86,2802.91,7,11,7.59,15.83,6.42,5.19,2.07,23.37
BG-00764,Nova Zencor Group,Real Estate,France,1,104,824861.57,616432.24,107524.42,361,1022,5.9,11.17,6.56,6.07,8.68,25.27
BG-00765,Blue Solmar Ventures,Finance,India,42,72,188502.75,129619.51,11984.82,35,80,5.75,16.89,6.97,12.7,24.87,31.24
BG-00766,Blue Viaora Systems,Education,South Africa,41,52,94934.49,55699.66,1935.79,6,33,8.88,14.84,5.83,19.79,12.99,41.33
BG-00767,Nova Fincor Works,Education,Germany,8,110,172435.24,103938.01,15834.34,43,48,7.92,31.98,6.43,7.26,21.91,39.72
BG-00768,Nova Cormar Ventures,Manufacturing,United Kingdom,34,269,424215.9,268039.16,38649.76,27,144,6.4,18.01,6.91,12.98,11.27,36.82
BG-00769,Bright Corfin Holdings,Healthcare,Canada,5,56,378559.37,226077.46,24195.77,46,113,7.28,20.71,7.64,11.97,13.71,40.28
BG-00770,Summit Cormar Labs,Finance,Brazil,17,411,265762.18,148545.01,21251.45,37,111,7.52,13.73,6.95,1.79,27.68,44.11
BG-00771,Apex Zenfin Systems,Retail,United States,32,650,194955.57,156401.97,24799.57,14,57,9.02,27.24,7.35,9.17,34.54,19.78
BG-00772,Summit Tekmed Holdings,Logistics,Canada,34,2061,775094.91,695800.44,38417.21,89,327,6.45,16.27,7.03,23.93,19.34,10.23
BG-00773,Blue Cortek Systems,Healthcare,Germany,11,111,742106.92,541106.23,68981.63,121,339,7.76,1.23,6.21,9.35,16.01,27.09
BG-00774,Bright Marmar Holdings,Retail,Brazil,14,332,261123.08,194015.42,28661.38,21,51,6.1,23.61,5.81,10.22,9.66,25.7
BG-00775,Prime Zensol Holdings,Healthcare,South Africa,3,396,195891.22,131028.63,13428.77,15,74,8.97,13.18,8.37,11.75,26.48,33.11
BG-00776,Bright Zenzen Systems,Real Estate,Canada,30,120,1152956.47,761212.28,150744.14,272,1005,7.71,10.86,6.48,2.89,19.54,33.98
BG-00777,Nova Teksol Works,Manufacturing,Australia,37,125,1301534.68,948164.18,133030.48,204,463,6.92,16.96,6.18,10.79,4.48,27.15
BG-00778,Bright Viacor Ventures,Education,South Africa,37,97,259194.91,150128.93,18752.72,112,111,7.7,12.6,5.89,18.42,13.73,42.08
BG-00779,Blue Medora Works,Energy,Germany,16,584,395074.36,261553.61,32168.4,53,71,5.7,9.14,6.17,3.29,-5.38,33.8
BG-00780,Blue Zenzen Dynamics,Technology,United States,33,372,249235.62,195271.88,23335.69,24,14,6.66,13.25,8.44,2.27,32.31,21.65
BG-00781,Nova Zensol Labs,Real Estate,India,44,300,511060.07,376873.8,66064.75,81,105,6.77,17.41,6.7,26.62,14.73,26.26
BG-00782,Blue Lummed Group,Retail,France,15,779,52831.09,42428.18,1985.28,6,15,5.94,21.66,5.28,15.01,14.8,19.69
BG-00783,Apex Zenvia Dynamics,Finance,India,32,601,47533.99,30692.74,5467.17,6,15,7.95,6.11,8.13,8.07,16.54,35.43
BG-00784,Bright Orafin Holdings,Technology,France,32,100,1998597.92,1235829.29,278357.15,1523,3777,10.0,22.44,8.23,5.69,30.45,38.17
BG-00785,Prime Corcor Dynamics,Retail,Canada,34,182,203855.92,172413.0,7893.37,51,272,7.07,18.67,4.94,17.78,25.45,15.42
BG-00786,Bright Oramed Ventures,Healthcare,United Kingdom,9,114,323927.79,232120.31,19285.42,42,114,6.91,12.06,8.16,41.31,17.43,28.34
BG-00787,Bright Oravia Labs,Finance,Canada,13,76,122381.06,74529.27,5000.04,14,32,7.8,16.18,6.37,11.43,20.78,39.1
BG-00788,Vertex Tekfin Holdings,Logistics,South Africa,18,274,213946.88,175175.65,16129.71,161,527,7.38,17.73,3.29,21.15,-4.82,18.12
BG-00789,Blue Viazen Works,Energy,South Africa,43,284,98553.14,70568.94,8186.47,11,35,6.61,1.0,7.63,12.65,0.29,28.4
BG-00790,Apex Finmar Systems,Technology,United Kingdom,32,183,258399.79,163492.71,26702.68,33,82,7.01,13.45,9.07,2.62,37.28,36.73
BG-00791,Nova Marfin Dynamics,Real Estate,India,16,43,977948.6,726428.1,104280.57,321,574,8.8,15.7,6.16,6.5,23.18,25.72
BG-00792,Apex Viamed Systems,Education,Australia,13,54,269280.29,253591.27,26036.9,72,201,6.09,15.0,6.25,31.35,11.7,5.83
BG-00793,Vertex Corzen Group,Retail,South Africa,17,133,120637.56,74273.31,3021.35,31,54,6.52,19.29,5.44,7.11,15.95,38.43
BG-00794,Blue Solmar Holdings,Education,United States,18,65,134274.33,74581.74,10622.23,18,48,7.19,20.95,7.51,5.67,19.96,44.46
BG-00795,Blue Orasol Ventures,Real Estate,Germany,33,191,231582.15,181270.88,14341.06,30,104,6.87,17.7,5.05,7.47,18.19,21.73
BG-00796,Vertex Lummed Group,Real Estate,Canada,29,57,343319.9,209634.67,13716.34,158,486,7.32,12.14,5.6,5.76,27.7,38.94
BG-00797,Prime Solmar Labs,Logistics,United Kingdom,21,272,810204.9,514279.72,107365.64,160,290,5.88,26.88,7.93,9.29,-5.63,36.52
BG-00798,Summit Medmed Dynamics,Technology,United Kingdom,12,226,232037.73,108585.13,11561.02,26,95,9.0,13.92,8.14,1.41,38.7,53.2
BG-00799,Prime Medora Works,Healthcare,Canada,1,1426,237307.04,205148.83,22313.43,13,54,7.71,12.84,7.97,17.18,23.83,13.55
BG-00800,Apex Sollum Ventures,Education,France,29,106,128104.99,83745.2,15501.04,19,30,8.25,18.35,5.21,13.5,22.99,34.63
BG-00801,Prime Lumzen Systems,Logistics,South Africa,35,387,447077.25,388373.96,39332.82,54,121,8.1,14.6,4.03,29.85,16.05,13.13
BG-00802,Vertex Zenmed Systems,Energy,Australia,35,446,387774.52,223126.8,33418.51,29,129,6.64,12.11,6.29,15.87,16.04,42.46
BG-00803,Vertex Corzen Systems,Education,Canada,16,190,164794.85,130313.9,6591.55,10,44,6.19,9.43,6.84,5.22,24.54,20.92
BG-00804,Summit Solcor Dynamics,Logistics,United States,5,679,249275.89,194830.7,32518.08,76,190,7.4,26.11,6.18,43.13,8.49,21.84
BG-00805,Summit Teksol Ventures,Retail,Australia,43,60,123697.25,79759.93,6439.13,46,142,7.68,12.27,6.23,9.9,19.59,35.52
BG-00806,Bright Oracor Dynamics,Manufacturing,India,7,224,426444.22,369537.17,43585.17,43,70,5.18,13.93,7.64,19.68,16.57,13.34
BG-00807,Bright Solmar Ventures,Manufacturing,India,29,470,555481.85,369198.84,35984.92,132,251,6.72,21.13,4.43,15.44,3.78,33.54
BG-00808,Blue Medzen Labs,Energy,Nigeria,7,1090,187809.81,139670.95,26158.54,21,56,6.35,11.95,6.37,4.23,36.91,25.63
BG-00809,Bright Oratek Ventures,Manufacturing,United States,44,175,209011.55,170804.03,6552.36,21,45,7.2,32.11,6.56,15.06,23.47,18.28
BG-00810,Blue Zencor Works,Hospitality,Nigeria,16,134,404335.59,332323.27,11497.75,74,134,7.05,33.05,4.59,12.44,-5.19,17.81
BG-00811,Prime Finzen Group,Energy,United Kingdom,28,659,210181.26,126868.45,16410.04,18,64,7.36,7.46,6.29,12.59,24.74,39.64
BG-00812,Nova Zenfin Works,Real Estate,Germany,34,127,820673.66,584507.97,77633.17,52,85,7.03,12.88,7.86,22.93,29.49,28.78
BG-00813,Blue Orazen Dynamics,Energy,Germany,4,473,471727.1,360649.54,28940.96,22,101,6.83,10.31,5.81,10.3,16.43,23.55
BG-00814,Blue Marzen Dynamics,Logistics,United States,30,1417,317975.43,285214.31,25260.63,227,573,6.77,21.48,6.74,7.26,8.37,10.3
BG-00815,Blue Marsol Works,Energy,India,33,224,354314.11,224517.92,40612.64,429,738,8.22,8.74,6.23,16.61,27.76,36.63
BG-00816,Summit Corsol Systems,Energy,United States,10,316,220495.4,148480.88,20225.1,19,38,7.34,13.5,6.41,3.24,10.9,32.66
BG-00817,Summit Viamar Works,Real Estate,India,37,256,312552.97,238589.4,8761.97,36,124,6.68,24.74,6.72,20.27,4.08,23.66
BG-00818,Vertex Marmar Group,Healthcare,Canada,36,192,65779.3,46305.34,5794.39,11,20,6.66,15.33,7.46,7.97,9.2,29.6
BG-00819,Vertex Marlum Group,Hospitality,South Africa,25,217,95662.15,71603.71,12521.44,43,76,8.82,23.83,5.43,10.49,-7.6,25.15
BG-00820,Bright Medvia Works,Logistics,Nigeria,1,1419,317264.58,269585.49,7812.28,27,100,8.67,13.68,8.24,18.28,-0.31,15.03
BG-00821,Blue Soltek Dynamics,Logistics,Australia,12,264,132480.37,114901.03,10500.04,16,48,6.87,14.79,5.85,11.61,23.44,13.27
BG-00822,Blue Sollum Works,Hospitality,Nigeria,30,164,270378.9,197864.36,32621.88,145,236,6.92,37.26,4.86,41.98,6.65,26.82
BG-00823,Blue Tekora Holdings,Manufacturing,Australia,4,3683,620927.7,497848.94,61306.29,78,164,7.93,5.94,4.53,10.22,12.32,19.82
BG-00824,Summit Solora Holdings,Healthcare,United Kingdom,37,666,99853.33,78508.36,6365.4,21,70,8.0,5.99,4.96,8.58,-4.71,21.38
BG-00825,Summit Medmar Ventures,Retail,Nigeria,43,645,412043.93,318170.85,26768.51,94,226,7.16,37.54,4.68,3.64,10.16,22.78
BG-00826,Bright Fincor Ventures,Logistics,Brazil,19,159,151169.33,136445.73,4307.8,33,139,8.52,23.13,5.78,30.61,11.09,9.74
BG-00827,Vertex Viacor Holdings,Retail,United States,37,76,79396.55,49619.72,10873.21,18,20,8.74,19.81,3.62,29.15,2.11,37.5
BG-00828,Bright Viatek Holdings,Technology,Germany,41,148,434031.27,281415.25,19718.3,458,814,7.47,8.42,7.27,21.51,33.95,35.16
BG-00829,Prime Cortek Works,Finance,United Kingdom,33,110,440519.44,261289.69,14632.62,94,137,5.49,19.98,6.46,8.76,25.51,40.69
BG-00830,Bright Medzen Ventures,Hospitality,United States,37,515,318508.48,263326.59,39114.25,12,37,8.67,27.54,5.39,8.95,11.29,17.33
BG-00831,Blue Solfin Works,Hospitality,Germany,44,267,118254.1,81443.28,7146.76,16,36,6.53,28.06,4.22,2.22,-3.67,31.13
BG-00832,Blue Corfin Systems,Hospitality,France,2,153,285455.77,219404.9,26715.5,99,220,6.55,24.69,3.84,1.82,10.5,23.14
BG-00833,Summit Corcor Holdings,Logistics,Nigeria,21,69,242089.84,229539.64,31795.13,130,196,7.49,14.86,5.64,8.45,2.66,5.18
BG-00834,Summit Medlum Holdings,Finance,Germany,36,225,504571.03,249516.48,54081.77,48,130,7.73,19.99,6.35,18.74,34.31,50.55
BG-00835,Summit Marlum Dynamics,Education,Australia,17,75,91039.59,66961.63,3462.27,5,24,9.59,11.06,8.48,21.7,45.26,26.45
BG-00836,Vertex Viazen Works,Manufacturing,France,37,1516,600596.73,394363.73,78739.06,287,690,7.1,14.18,7.76,4.12,9.98,34.34
BG-00837,Apex Fincor Systems,Healthcare,Brazil,2,738,1377492.61,1006026.01,91130.62,118,232,8.0,14.48,6.01,10.53,29.18,26.97
BG-00838,Bright Viavia Ventures,Finance,Brazil,16,32,1440801.18,939687.15,170838.37,335,756,6.37,11.52,7.54,14.05,34.45,34.78
