CompanyID,CompanyName,Industry,Country,YearsOperating,Employees,MonthlyRevenue,MonthlyExpenses,MarketingBudget,NewCustomers,RepeatCustomers,CustomerSatisfaction,EmployeeTurnover,ProductInnovation,MarketShare,RevenueGrowth,ProfitMargin
BG-01323,Blue Oracor Labs,Technology,Brazil,25,307.0,1137666.92625,818667.03125,92339.83000000002,90,367.0,8.1,13.4,7.95,22.74,22.72,28.039832014058252
BG-01324,Vertex Marcor Group,Logistics,Nigeria,11,132.0,82785.95,69846.67,1293.02,2,20.0,6.63,14.72,4.54,10.16,13.02,15.629801916871159
BG-01325,Blue Solzen Ventures,Education,United Kingdom,43,113.0,155021.28,110172.04,10868.39,8,59.0,8.06,15.49,6.55,15.33,47.31,28.93102159909917
BG-01326,Bright Lumsol Labs,Manufacturing,United Kingdom,26,826.5,554549.7,489633.33,48973.05,38,96.0,7.51,14.66,5.78,11.65,-8.05,11.706141036592381
BG-01327,Prime Lumlum Group,Energy,Australia,8,391.0,695311.84,467119.36,49665.65,128,328.0,6.65,14.76,4.67,35.215,15.04,32.81872490478517
BG-01328,Summit Fintek Labs,Education,France,3,82.0,221560.21,156788.04,17057.97,69,105.0,6.25,27.52,7.52,19.7,16.79,29.23456788563253
BG-01329,Bright Medmed Ventures,Retail,Nigeria,20,378.0,874912.03,786467.06,68176.15,226,513.5,6.79,22.84,2.61,13.09,8.48,10.109012902702911
BG-01330,Vertex Solsol Group,Hospitality,Canada,17,36.0,566337.84,445648.64,64424.63,71,135.0,7.97,21.07,5.1,29.91,12.4,21.310460201635113
BG-01331,Bright Zenlum Systems,Energy,Australia,21,92.0,79854.97,62519.33,4100.27,2,24.0,7.45,12.86,6.46,8.38,26.46,21.708905532116535
BG-01332,Vertex Viatek Labs,Retail,Canada,14,76.0,241198.0,203580.5,16730.45,35,71.0,7.67,22.57,5.13,3.65,21.91,15.59610776208758
BG-01333,Bright Zenvia Systems,Retail,United Kingdom,33,154.0,140684.62,100058.64,8403.74,9,20.0,5.87,19.67,4.67,35.215,10.92,28.877342811175804
BG-01334,Summit Cortek Systems,Healthcare,Germany,10,183.0,498683.64,365188.05,62996.26,132,513.5,7.02,13.62,4.34,7.9,11.78,26.76959484774757
BG-01335,Vertex Orafin Systems,Hospitality,United Kingdom,21,576.0,128024.31,121331.43,10559.97,42,67.0,7.43,25.48,5.32,21.2,-3.1,5.2278196226951
BG-01336,Nova Zencor Dynamics,Technology,France,13,197.0,713582.58,451896.0,47903.96,226,513.5,7.36,10.88,9.14,11.72,45.14,36.67222089418158
BG-01337,Blue Orafin Ventures,Manufacturing,Brazil,36,688.0,287459.12,213028.18,4739.72,59,134.0,6.33,23.92,5.93,11.33,22.37,25.892704326096872
BG-01338,Vertex Marsol Dynamics,Education,Nigeria,21,57.0,27318.4,20358.97,2195.89,12,4.0,9.18,21.33,5.45,6.77,-3.33,25.475247452266604
BG-01339,Vertex Tekmar Works,Hospitality,India,35,451.0,183072.91,153015.96,25072.91,4,31.0,6.75,27.03,6.12,1.98,21.98,16.4180216504998
BG-01340,Prime Teklum Systems,Finance,United Kingdom,16,593.0,356908.37,255097.86,15856.57,29,62.0,6.33,6.21,7.12,9.05,8.61,28.52567172913317
BG-01341,Prime Corvia Group,Education,France,25,220.0,68347.83,51864.72,7639.66,28,40.0,7.71,6.81,7.49,7.78,9.71,24.11650816126862
BG-01342,Nova Marvia Holdings,Finance,India,1,31.0,1137666.92625,818667.03125,92339.83000000002,137,267.0,7.37,12.29,7.19,6.6,-0.09,28.039832014058252
BG-01343,Nova Viavia Works,Hospitality,France,31,123.0,330276.19,269064.98,6251.08,10,36.0,6.88,29.67,4.92,5.78,18.39,18.533340232609568
BG-01344,Apex Oramar Works,Manufacturing,Canada,3,252.0,470973.36,369647.18,8955.44,92,290.0,5.74,12.17,3.34,25.15,14.66,21.514206238756266
BG-01345,Bright Vialum Ventures,Energy,France,4,108.0,964958.12,676278.74,80388.95,101,275.0,6.9,12.7,7.6,8.49,31.56,29.916259992713467
BG-01346,Bright Viaora Systems,Technology,Nigeria,3,301.0,69001.38,42972.34,3929.19,14,14.0,10.0,11.71,7.08,16.37,39.18,37.72249192697306
BG-01347,Summit Tekzen Labs,Hospitality,United Kingdom,40,101.0,151576.75,113107.07,3904.8,29,56.0,8.24,24.0,6.57,21.27,20.93,25.379670694878993
BG-01348,Prime Viamed Group,Logistics,India,37,279.0,216834.46,174368.76,16050.73,226,513.5,7.75,16.74,5.15,2.41,9.02,19.584387094191573
BG-01349,Blue Solsol Group,Healthcare,United States,28,56.0,175818.03,138602.17,9043.24,9,36.0,8.02,8.24,6.13,25.88,18.47,21.16726026335296
BG-01350,Bright Marvia Dynamics,Finance,India,43,85.0,665224.69,489194.68,63647.09,159,513.5,8.12,13.85,6.86,7.52,28.39,26.461737311644274
BG-01351,Bright Zenmed Labs,Real Estate,India,3,116.0,339261.43,200086.3,39866.7,56,214.0,7.25,16.92,6.56,17.29,-1.24,41.022974524395536
BG-01352,Apex Tekcor Systems,Healthcare,Brazil,39,826.5,1137666.92625,818667.03125,92339.83000000002,226,513.5,9.06,6.16,5.23,10.37,18.24,28.039832014058252
BG-01353,Vertex Orazen Group,Real Estate,Germany,16,15.0,167730.8,114640.61,23265.86,24,39.0,6.46,14.25,5.55,14.69,27.36,31.65202216885628
BG-01354,Blue Lummar Ventures,Technology,Australia,38,826.5,416777.14,302137.42,25747.05,129,308.0,7.31,17.52,8.34,12.84,42.98,27.5062399055764
BG-01355,Nova Corzen Ventures,Manufacturing,France,38,251.0,488283.11,293369.11,41876.69,54,144.0,6.68,13.7,6.18,7.41,16.91,39.918235140265246
BG-01356,Summit Finlum Systems,Energy,Canada,4,207.0,555602.87,377884.81,48696.95,71,110.0,7.91,17.22,7.4,19.84,3.25,31.98652663547256
BG-01357,Summit Solcor Holdings,Education,Australia,9,30.0,326393.21,197217.25,40017.39,60,362.0,6.52,4.86,6.15,13.67,10.53,39.576791441219015
BG-01358,Nova Finora Systems,Education,South Africa,36,83.0,356633.97,332806.91,12380.22,37,100.0,7.55,18.66,8.85,22.52,36.1,6.681096587630169
BG-01359,Bright Oraora Group,Education,United States,35,145.0,39760.44,26916.36,1184.1,13,7.0,6.25,20.32,6.24,14.78,11.34,32.30366665962449
BG-01360,Apex Lummed Holdings,Energy,Brazil,4,81.0,552739.36,415832.63,61978.58,133,244.0,7.15,15.41,7.34,15.93,7.32,24.768768050098693
BG-01361,Bright Viafin Holdings,Logistics,India,24,588.0,832910.2,530521.76,47597.1,85,174.0,7.19,15.16,5.49,1.4,18.61,36.305047050690455
BG-01362,Prime Marmar Labs,Logistics,United Kingdom,41,321.0,159399.59,123114.57,19929.08,28,99.0,6.99,21.36,6.55,6.77,-4.4,22.763559178539914
BG-01363,Bright Medsol Group,Healthcare,Germany,40,129.0,146091.26,116825.01,16145.6,28,21.0,8.01,1.0,6.82,6.59,16.51,20.032854805961705
BG-01364,Prime Finzen Labs,Retail,Australia,35,69.0,290145.28,219718.27,7307.35,64,288.0,7.71,19.91,6.07,0.94,10.37,24.273015918094558
BG-01365,Vertex Viasol Systems,Logistics,France,3,440.0,294484.75,258407.53,27190.42,93,278.0,7.63,29.45,4.89,2.33,1.85,12.250963759583476
BG-01366,Nova Viafin Group,Real Estate,United Kingdom,28,113.0,490845.42,328380.11,53967.96,148,366.0,7.33,7.1,7.64,21.02,7.15,33.09907832082858
BG-01367,Apex Tekmar Group,Hospitality,India,16,269.0,98053.13,77621.29,1817.76,7,37.0,7.71,26.51,6.05,11.5,-9.66,20.837519414219628
BG-01368,Blue Medlum Labs,Energy,Brazil,39,441.0,400954.67,249668.62,52820.06,19,161.0,7.69,6.66,5.1,2.3,15.12,37.731459768257594
BG-01369,Bright Tekmed Labs,Technology,United Kingdom,32,200.0,330865.07,197151.13,43626.28,29,69.0,7.07,15.03,6.35,4.31,16.08,40.41343499934883
BG-01370,Nova Medlum Labs,Finance,South Africa,15,108.0,907899.57,514616.32,92339.83000000002,107,293.0,6.06,9.07,8.42,20.75,10.51,43.31792447043454
BG-01371,Vertex Zenmar Holdings,Retail,France,26,826.5,191987.78,162621.6,6554.81,42,65.0,4.420000000000001,29.69,4.76,1.26,24.21,15.295858934355088
BG-01372,Vertex Marfin Dynamics,Education,Australia,35,50.0,76401.97,54346.0,5336.33,21,60.0,8.49,19.25,7.48,19.04,40.88,28.8683263010103
BG-01373,Blue Zenora Ventures,Finance,India,7,113.0,657099.66,466251.51,48485.97,153,513.5,8.12,2.11,8.4,0.48,30.05,29.04401898488275
BG-01374,Prime Tekvia Ventures,Real Estate,United States,43,117.0,508039.75,331353.5,19642.69,70,26.0,6.88,9.1,5.35,7.43,22.24,34.77803656111554
BG-01375,Bright Medvia Group,Technology,United Kingdom,35,248.0,815821.16,558691.36,92339.83000000002,157,384.0,6.09,12.9,6.72,17.34,35.69,31.517912577800754
BG-01376,Bright Orafin Holdings,Healthcare,United States,10,197.0,955366.2,818667.03125,88054.89,226,513.5,7.62,7.95,5.66,16.34,21.49,14.30856238686275
BG-01377,Bright Teksol Holdings,Education,United States,44,107.0,176907.29,111192.07,13613.0,16,34.0,6.75,13.58,8.01,20.78,18.86,37.14669983356819
BG-01378,Nova Viazen Ventures,Retail,Brazil,35,341.0,371079.86,302399.92,22068.93,124,144.0,5.71,12.17,5.08,14.34,26.18,18.508129220486396
BG-01379,Bright Oratek Group,Healthcare,Brazil,8,117.0,350909.73,267894.98,28371.24,38,44.0,7.76,8.89,5.94,24.94,6.86,23.657010023632004
BG-01380,Summit Marora Dynamics,Education,Canada,33,167.0,269486.28,146672.06,27973.52,52,281.0,8.65,14.03,5.27,33.2,25.24,45.573459249947724
BG-01381,Nova Soltek Group,Healthcare,United States,37,332.0,411294.09,299574.4,51019.63,97,203.0,5.6,9.92,5.19,15.73,20.74,27.162969932293457
BG-01382,Bright Viazen Works,Energy,South Africa,3,270.0,1137666.92625,818667.03125,39622.42,184,360.0,5.98,16.37,7.61,14.42,19.28,28.039832014058252
BG-01383,Nova Lumsol Ventures,Healthcare,Brazil,20,46.0,330430.25,253348.23,10221.63,78,239.0,7.07,12.99,7.02,23.94,23.69,23.327773410576054
BG-01384,Blue Solzen Systems,Hospitality,Brazil,30,347.0,243543.86,230940.58,14542.42,79,148.0,4.94,27.63,4.35,33.35,13.72,5.1749528811771315
BG-01385,Apex Viacor Systems,Energy,Canada,20,248.0,849800.26,568223.75,91335.36,37,115.0,9.13,16.59,4.59,3.18,11.73,33.13443443757007
BG-01386,Blue Oravia Dynamics,Education,France,9,101.0,342800.43,310278.29,6964.17,28,86.0,7.2,20.1,5.2,11.31,20.89,9.48719346705604
BG-01387,Summit Oravia Holdings,Energy,Australia,17,214.0,120596.21,82223.78,2088.65,12,43.0,7.24,10.37,5.17,1.61,11.04,31.818935271680598
BG-01388,Blue Zenlum Works,Finance,United States,21,131.0,276958.96,157479.43,22715.47,205,449.0,7.27,18.55,6.95,6.59,23.29,43.139795874450144
BG-01389,Bright Vialum Works,Healthcare,Germany,26,193.0,376265.72,254353.37,33867.95,54,103.0,9.14,7.67,4.37,5.68,29.7,32.4005997676323
BG-01390,Blue Zenzen Labs,Retail,South Africa,2,613.0,121330.01,85813.12,10106.09,4,35.0,4.8,18.71,6.81,35.215,16.22,29.272963877609502
BG-01391,Apex Lumzen Labs,Energy,South Africa,21,136.0,392331.53,288599.84,12580.13,58,153.0,6.1,6.76,6.87,7.2,-2.75,26.43980462136194
BG-01392,Apex Medzen Group,Hospitality,Australia,11,146.0,89852.6,79153.09,1646.54,31,45.0,8.61,31.97,4.3,12.61,45.23,11.907846851398856
BG-01393,Bright Corzen Dynamics,Technology,Canada,32,99.0,190602.06,91637.33,10530.94,206,488.0,6.72,8.42,9.985,14.07,53.81,51.92217229971177
BG-01394,Nova Marlum Works,Retail,Australia,23,484.0,278262.94,256827.48,12405.59,47,53.0,8.1,19.64,6.58,5.14,23.99,7.703311120050695
BG-01395,Apex Viatek Ventures,Education,United States,28,129.0,69147.57,56689.1,4746.66,17,36.0,7.75,18.39,5.49,10.3,-5.19,18.0172202725273
BG-01396,Nova Solmar Works,Education,Nigeria,24,179.0,316980.71,234339.85,34251.22,13,46.0,9.05,1.0,5.22,22.8,20.03,26.071258405598247
BG-01397,Apex Zenmar Dynamics,Hospitality,Australia,29,305.0,183739.27,171568.8,19898.05,25,60.0,6.77,33.89,5.51,23.63,1.11,6.623771826240521
BG-01398,Nova Lumtek Works,Technology,Brazil,15,88.0,1079856.91,640305.62,92339.83000000002,201,235.0,8.33,7.16,9.15,2.06,26.12,40.704586499335356
BG-01399,Blue Zenlum Ventures,Hospitality,United States,32,307.0,97032.13,88278.43,4928.03,9,4.0,7.93,23.72,4.34,25.96,14.22,9.021444752372242
BG-01400,Blue Marvia Systems,Energy,Nigeria,37,241.0,430612.28,360645.94,45812.28,206,513.5,8.08,18.07,6.77,1.48,39.37,16.248106068874772
BG-01401,Prime Orafin Systems,Retail,United Kingdom,23,484.0,112965.08,98874.8,5823.29,14,26.0,6.51,20.5,4.89,34.21,14.03,12.47312886424725
BG-01402,Nova Finzen Dynamics,Manufacturing,Brazil,4,207.0,679211.26,605500.93,89670.1,130,403.0,6.13,17.44,6.3,17.28,-2.5,10.852342171123599
BG-01403,Vertex Zensol Works,Education,Canada,29,393.0,144553.66,87098.58,4308.4,15,23.0,7.62,19.12,6.8,7.52,27.96,39.74654118062455
BG-01404,Blue Teksol Holdings,Energy,Nigeria,15,191.0,224953.22,163091.84,4157.48,110,294.0,7.26,9.4,9.1,24.38,14.69,27.499664152395773
BG-01405,Bright Medzen Systems,Technology,Canada,9,208.0,90500.42,53237.04,8866.34,5,22.0,6.46,14.04,8.44,30.78,30.15,41.17481443732526
BG-01406,Summit Tekmed Works,Finance,India,3,286.0,279380.01,181085.75,8432.95,31,49.0,6.85,15.14,5.71,2.5,23.52,35.18299680782459
BG-01407,Bright Finlum Dynamics,Hospitality,South Africa,40,174.0,70122.43,53470.26,3651.55,6,13.0,7.82,26.67,6.1,15.59,16.24,23.747280292482724
BG-01408,Blue Oravia Labs,Retail,India,35,42.0,117220.14,81760.76,6344.8,12,30.0,6.32,26.15,7.67,10.22,12.35,30.25024539298452
BG-01409,Vertex Medsol Holdings,Energy,Canada,43,86.0,1137666.92625,818667.03125,92339.83000000002,82,250.0,5.61,1.82,6.41,16.32,10.96,28.039832014058252
BG-01410,Nova Finfin Holdings,Retail,Canada,15,212.0,167975.98,136218.01,17962.08,48,130.0,7.31,28.26,4.97,12.95,27.79,18.90625671598999
BG-01411,Blue Viazen Group,Real Estate,Canada,4,95.0,296855.54,199054.6,17841.72,45,139.0,7.64,17.15,4.57,35.215,13.83,32.94563409529092
BG-01412,Nova Marfin Labs,Manufacturing,Nigeria,34,288.0,310437.45,248211.87,8134.82,107,280.0,6.38,21.12,6.23,14.95,35.5,20.04448239089711
BG-01413,Blue Medtek Dynamics,Manufacturing,South Africa,20,826.5,1062254.2,763300.36,92339.83000000002,111,209.0,6.48,1.03,5.88,3.31,2.04,28.143342714013276
BG-01414,Bright Finora Systems,Real Estate,Australia,11,142.0,696812.45,434641.27,41181.78,69,176.0,5.65,14.02,4.63,5.68,24.51,37.62435358323462
BG-01415,Vertex Soltek Works,Real Estate,South Africa,38,55.0,445551.55,313988.39,25609.64,20,68.0,7.67,21.05,7.18,17.5,9.01,29.52815673068582
BG-01416,Apex Tekmed Systems,Energy,Canada,39,151.0,831568.94,652819.29,19647.29,98,161.0,7.05,6.65,6.89,7.03,26.4,21.49546975624173
BG-01417,Apex Zencor Dynamics,Manufacturing,United Kingdom,30,523.0,456719.98,381114.9,47983.03,42,71.0,6.81,12.04,7.0,16.0,1.76,16.553924354261873
BG-01418,Blue Corvia Systems,Retail,India,28,414.0,115363.16,83145.71,10029.8,35,65.0,6.56,22.65,5.62,15.46,-6.26,27.926982929385773
BG-01419,Nova Tekmar Ventures,Real Estate,Nigeria,15,47.0,876067.46,385407.25,38456.71,49,208.0,7.92,10.3,6.87,6.14,-4.55,56.007126437500595
BG-01420,Blue Solmed Dynamics,Retail,Canada,20,264.0,222736.48,195348.01,26646.9,49,89.0,7.55,24.72,6.05,35.215,9.85,12.296355765342076
BG-01421,Bright Medmed Ventures,Energy,Germany,41,409.0,291846.79,190889.25,12547.7,83,105.0,6.11,22.44,4.26,11.03,16.47,34.59265047938337
BG-01422,Bright Solsol Labs,Finance,Brazil,39,147.0,401120.06,180207.77,38178.49,46,172.0,7.68,16.78,8.1,16.33,28.21,55.07385743809472
BG-01423,Apex Finmed Group,Technology,South Africa,13,278.0,187809.7,130192.76,13951.9,48,73.0,7.74,14.7,7.63,0.66,38.49,30.67836219322006
BG-01424,Vertex Corcor Works,Logistics,India,7,282.0,706686.08,562851.12,78958.06,66,208.0,7.71,24.61,3.8,3.19,-6.24,20.353444629898465
BG-01425,Blue Viamed Systems,Hospitality,France,13,194.0,233362.97,169700.52,25075.11,25,64.0,6.84,32.65,5.78,35.215,12.47,27.28044213698515
BG-01426,Blue Finmed Dynamics,Healthcare,France,17,343.0,103827.72,71840.05,3809.76,8,34.0,7.03,19.4,7.73,9.49,15.35,30.808410316628347
BG-01427,Blue Medsol Holdings,Retail,Australia,16,199.0,190522.72,143279.17,26251.21,37,49.0,6.65,19.71,7.03,5.04,17.14,24.796806386135987
BG-01428,Vertex Medsol Dynamics,Hospitality,Australia,20,826.5,193248.48,164964.15,3675.5,38,43.0,6.84,20.9,5.33,4.93,4.6,14.636249661575611
BG-01429,Apex Fintek Systems,Healthcare,Brazil,10,587.0,166572.19,103479.7,12685.59,29,53.0,8.32,22.29,6.81,27.17,8.51,37.87696493634382
BG-01430,Summit Oratek Group,Real Estate,South Africa,19,146.0,907017.11,611774.86,73265.21,86,117.0,6.17,17.4,5.47,7.34,5.18,32.550901933922724
BG-01431,Summit Corvia Dynamics,Technology,United States,21,138.0,502155.35,339860.8,33462.63,54,100.0,8.91,11.11,8.16,1.41,54.665000000000006,32.31958994362999
BG-01432,Prime Marcor Dynamics,Education,Nigeria,25,135.0,369356.15,301755.6,26172.54,226,513.5,7.64,16.58,6.04,10.52,1.25,18.302267337365315
BG-01433,Apex Finora Group,Education,South Africa,17,80.0,381645.47,270964.43,20636.31,20,167.0,6.66,15.5,4.94,3.66,12.11,29.001009759135876
BG-01434,Apex Lumlum Works,Logistics,Nigeria,9,93.0,325821.63,256923.58,14217.74,129,181.0,7.31,21.6,4.48,14.0,28.07,21.14594110894357
BG-01435,Apex Zentek Labs,Finance,Australia,30,219.0,196930.6,123182.74,4324.09,13,41.0,7.63,9.87,5.37,14.8,12.01,37.44865450062103
BG-01436,Apex Solora Labs,Education,United Kingdom,32,273.0,94305.22,79889.8,9463.61,9,39.0,7.75,16.45,6.17,4.66,30.01,15.285919485687005
BG-01437,Summit Solfin Group,Energy,South Africa,39,165.0,418399.21,192071.66,32409.43,52,155.0,6.86,7.46,5.74,15.34,14.95,54.093684832722325
BG-01438,Summit Corora Systems,Technology,India,30,113.0,1137666.92625,818667.03125,92339.83000000002,211,337.0,8.64,6.68,8.42,6.67,47.62,28.039832014058252
BG-01439,Bright Marzen Dynamics,Real Estate,South Africa,12,42.0,87221.86,61467.42,3894.56,11,15.0,5.34,2.63,6.72,16.86,15.87,29.52750606327359
BG-01440,Blue Lumora Systems,Energy,Canada,8,264.0,405568.3,270658.87,30665.59,33,79.0,7.35,18.24,4.66,2.07,3.32,33.26429358507556
BG-01441,Nova Martek Group,Hospitality,Nigeria,40,58.0,106176.1,93269.31,13213.29,11,40.0,6.69,15.35,5.58,13.81,18.9,12.156021929605634
BG-01442,Vertex Zensol Works,Logistics,Germany,20,826.5,304841.8,237659.71,23984.48,60,200.0,7.08,15.08,5.0,13.23,17.96,22.038345791161184
BG-01443,Apex Tekmar Systems,Finance,France,17,155.0,104611.18,58346.71,8347.68,12,24.0,8.33,11.7,8.02,5.52,30.49,44.22516790270409
BG-01444,Blue Zenmar Labs,Manufacturing,Australia,17,826.5,360428.4,324619.32,21167.34,26,57.0,6.23,16.8,5.27,10.12,4.02,9.935143845490536
BG-01445,Bright Zenmar Dynamics,Real Estate,Nigeria,42,232.0,1137666.92625,818667.03125,92339.83000000002,175,513.5,5.02,9.82,6.68,3.52,16.42,28.039832014058252
BG-01446,Vertex Lumora Dynamics,Hospitality,India,21,118.0,222364.68,195743.4,7535.18,226,374.0,7.17,23.22,6.44,11.71,6.46,11.971901292957137
BG-01447,Summit Tekfin Holdings,Retail,France,31,69.0,77444.18,64735.53,4380.5,11,25.0,7.89,22.36,4.54,28.53,5.39,16.410077555214603
BG-01448,Nova Finfin Group,Hospitality,Nigeria,25,106.0,661414.5,549757.43,66007.4,78,113.0,6.67,31.94,3.38,21.8,-6.25,16.881557631409645
BG-01449,Vertex Solvia Labs,Real Estate,Brazil,2,295.0,858972.1,454903.94,21240.42,138,201.0,6.72,5.21,7.79,7.46,7.87,47.04089457620334
BG-01450,Summit Medlum Holdings,Hospitality,United Kingdom,21,540.0,62377.47,57693.85,4800.7,36,65.0,7.62,21.71,4.32,20.11,5.88,7.508512288170717
BG-01451,Blue Solmar Dynamics,Energy,France,12,372.0,475693.97,272448.66,11075.93,29,116.0,7.34,12.58,7.16,18.08,6.86,42.726063986053894
BG-01452,Blue Corsol Works,Logistics,Australia,16,622.0,278481.14,234181.54,5979.05,30,63.0,6.16,26.55,6.55,9.96,12.11,15.907576362262809
BG-01453,Nova Lumvia Holdings,Education,India,31,73.0,260110.63,206398.16,17188.07,23,43.0,8.46,2.1,7.99,15.45,25.03,20.649855794051938
BG-01454,Vertex Orazen Holdings,Finance,South Africa,9,48.0,644717.02,394931.61,13844.3,126,325.0,6.77,12.82,5.94,14.0,21.16,38.743418003762336
BG-01455,Bright Tekvia Group,Manufacturing,South Africa,19,620.0,451239.07,319397.06,28997.06,226,460.0,7.1,17.32,7.82,17.3,14.51,29.21777362939783
BG-01456,Vertex Lumzen Works,Real Estate,Germany,6,33.0,312914.05,211916.06,35885.73,226,513.5,8.53,4.13,8.24,10.54,9.34,32.27659160718414
BG-01457,Nova Tekmed Systems,Manufacturing,United States,2,826.5,173123.27,118240.36,22494.02,53,77.0,5.3,19.23,7.62,9.58,12.74,31.70163664306941
BG-01458,Vertex Corlum Works,Hospitality,South Africa,42,662.0,325698.71,272476.42,23236.93,57,128.0,7.39,29.27,3.19,17.13,-2.43,16.340958181873066
BG-01459,Apex Tektek Holdings,Finance,United Kingdom,28,131.0,1137666.92625,769719.18,58802.06,226,322.0,8.46,10.83,7.56,10.63,26.2,32.34230843493328
BG-01460,Blue Cormed Dynamics,Hospitality,United Kingdom,43,360.0,95195.64,71991.52,2947.48,8,26.0,8.33,26.63,3.32,9.24,18.32,24.375191973077754
BG-01461,Prime Zenora Ventures,Technology,United States,20,129.0,591201.75,520963.19,71652.69,71,68.0,8.8,20.81,6.23,17.96,46.01,11.880641422323258
BG-01462,Vertex Orazen Systems,Finance,Canada,16,134.0,312548.47,187474.76,20562.53,163,468.0,7.8,20.22,6.99,7.05,19.77,40.01738034423908
BG-01463,Apex Marsol Labs,Healthcare,Germany,16,344.0,401234.54,282731.27,10540.91,226,434.0,6.75,18.96,5.37,11.45,30.98,29.534663192256573
BG-01464,Prime Soltek Systems,Hospitality,Australia,35,279.0,440139.69,392071.11,12000.27,23,68.0,7.98,30.72,5.3,7.09,26.36,10.921210036749928
BG-01465,Summit Zenora Group,Retail,Germany,26,697.0,373029.01,371255.65,12173.36,186,320.0,7.8,4.32,5.41,13.11,9.57,0.47539466166451394
BG-01466,Prime Lumfin Works,Real Estate,South Africa,23,144.0,352260.86,248355.46,43219.33,226,513.5,6.79,11.15,5.46,19.85,-3.6,29.496720129508567
BG-01467,Nova Lumtek Systems,Healthcare,Canada,18,221.0,1137666.92625,818667.03125,92339.83000000002,126,256.0,7.93,9.88,8.75,16.96,39.64,28.039832014058252
BG-01468,Prime Marcor Systems,Logistics,France,31,135.0,202012.52,169818.86,6369.59,16,65.0,6.13,35.15,7.19,15.31,-6.92,15.936467700120769
BG-01469,Blue Zenora Ventures,Hospitality,Nigeria,26,271.0,147270.34,113916.1,17804.74,14,32.0,7.71,17.68,4.6,1.47,1.18,22.64830786701517
BG-01470,Blue Lumtek Dynamics,Logistics,India,21,519.0,258106.46,238102.61,13768.92,137,214.0,6.53,21.02,3.99,10.74,24.41,7.750232210383268
BG-01471,Vertex Oratek Labs,Healthcare,Nigeria,28,130.0,295965.72,220965.69,5587.68,27,60.0,8.36,16.4,6.79,1.51,17.07,25.34078270956514
BG-01472,Prime Corlum Group,Real Estate,United States,31,25.0,65566.34,37701.1,3564.98,5,7.0,6.52,20.16,4.23,21.89,7.87,42.499306808951054
BG-01473,Bright Orazen Ventures,Hospitality,South Africa,6,433.0,99899.31,72016.59,7958.97,17,24.0,7.3,33.9,6.74,16.9,28.93,27.91082340808961
BG-01474,Vertex Corfin Group,Manufacturing,India,19,82.0,1137666.92625,818667.03125,92339.83000000002,195,438.0,5.91,19.14,5.56,4.7,17.84,28.039832014058252
BG-01475,Prime Lumtek Works,Finance,Canada,18,340.0,404573.68,248389.45,18783.73,31,199.0,8.36,12.87,8.12,10.07,15.11,38.60464427641462
BG-01476,Blue Orafin Dynamics,Healthcare,India,16,211.0,545443.29,444174.69,22353.04,43,58.0,7.35,17.01,6.49,7.19,0.98,18.566293115458443
BG-01477,Prime Zenmed Systems,Technology,France,21,182.0,143770.33,79919.42,4927.29,11,22.0,7.2,11.63,8.36,20.31,39.23,44.41174336874653
BG-01478,Blue Finzen Dynamics,Logistics,Nigeria,18,826.5,168325.59,148966.03,17740.76,154,396.0,5.81,21.62,7.6,3.74,35.34,11.50125777072874
BG-01479,Summit Zenora Systems,Healthcare,France,18,200.0,155614.08,113815.07,9631.69,25,61.0,8.56,20.38,7.25,27.12,40.93,26.860686385190842
BG-01480,Blue Oramed Holdings,Real Estate,Brazil,2,347.0,160546.89,117528.73,13188.76,8,26.0,6.94,3.21,5.39,17.37,18.3,26.794763822581686
BG-01481,Blue Viamed Dynamics,Technology,United States,26,48.0,227768.55,128906.68,15362.4,82,188.0,8.12,16.06,7.41,6.95,27.33,43.404530607935115
BG-01482,Vertex Lumtek Group,Healthcare,United States,30,283.0,464838.29,393275.13,28174.01,42,180.0,8.46,4.63,6.26,24.66,16.85,15.39528079754359
BG-01483,Apex Vialum Ventures,Real Estate,Canada,42,54.0,1137666.92625,728479.61,21275.47,136,205.0,6.3,15.14,4.86,1.29,10.61,35.96723318649785
BG-01484,Blue Finora Systems,Healthcare,Australia,24,179.0,340843.48,210482.98,20181.5,27,125.0,7.79,3.3,5.83,10.85,48.27,38.246440859012466
BG-01485,Bright Viamar Dynamics,Energy,United Kingdom,43,74.0,412431.59,278804.7,46955.84,92,168.0,6.5,7.61,5.72,3.25,12.26,32.39977083229731
BG-01486,Nova Zenfin Group,Education,France,27,29.0,402999.98,356763.69,44024.66,36,96.0,7.49,23.22,7.35,26.8,18.92,11.473025383276688
BG-01487,Vertex Marlum Labs,Healthcare,South Africa,21,286.0,599494.84,461060.14,24406.13,83,74.0,7.95,15.71,6.93,3.06,8.52,23.091891833464313
BG-01488,Blue Marlum Labs,Technology,Brazil,43,228.0,128482.1,94587.89,10910.28,137,439.0,8.04,10.41,8.43,33.94,26.51,26.380491912881254
BG-01489,Bright Viacor Systems,Energy,Germany,24,140.0,541455.72,449075.63,9704.51,143,291.0,7.6,18.65,5.78,24.92,-3.72,17.061430249550224
BG-01490,Summit Tekvia Labs,Real Estate,South Africa,4,156.0,448833.61,317074.24,49225.8,37,95.0,7.3,11.59,4.21,30.76,0.68,29.355949969967714
